식품명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),,,,,,,,,,,,,,,,,,,,,,,
피자_프리미엄불고기 피자 (XL),100g,260,,13.41,,,,3.05,,,,,,395,,,,,,,,,,4.88,,,,,,,,,,,,,,,,,,,,,,,,
피자_프리미엄직화불고기 피자 (F),100g,270,,12.04,,,,5.56,,,,,,575,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,
피자_프리미엄직화불고기 피자 (L),100g,272,,11.88,,,,5.63,,,,,,577,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 고구마크러스트 (R),100g,222,,8.57,,,,2.86,,,,,,319,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 골드 (L),100g,237,,10.85,,,,4.26,,,,,,399,,,,,,,,,,4.65,,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 골드 (R),100g,234,,10.17,,,,5.08,,,,,,368,,,,,,,,,,4.52,,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 밀스크린 (L),100g,229,,10,,,,0.83,,,,,,410,,,,,,,,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 밀스크린 (R),100g,222,,9.41,,,,1.18,,,,,,396,,,,,,,,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 밀스크린고구마크러스트 (L),100g,225,,9.09,,,,2.27,,,,,,382,,,,,,,,,,2.27,,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 밀스크린고구마크러스트 (R),100g,219,,8.42,,,,3.16,,,,,,365,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 밀스크린체다크림크러스트 (L),100g,229,,9.85,,,,3.03,,,,,,455,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 밀스크린체다크림크러스트 (R),100g,222,,9.47,,,,3.16,,,,,,446,,,,,,,,,,2.32,,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 밀스크린치즈크러스트 (L),100g,222,,10.61,,,,1.52,,,,,,418,,,,,,,,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 밀스크린치즈크러스트 (R),100g,213,,10.31,,,,1.03,,,,,,407,,,,,,,,,,2.27,,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자바이트 (L),100g,256,,12,,,,4.04,,,,,,463,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 백미스크린 (L),100g,222,,10.34,,,,3.45,,,,,,397,,,,,,,,,,2.41,,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 백미스크린 (R),100g,214,,9.64,,,,3.61,,,,,,382,,,,,,,,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 백미스크린치즈크러스트 (L),100g,216,,10.94,,,,3.91,,,,,,408,,,,,,,,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 백미스크린치즈크러스트 (R),100g,209,,9.57,,,,3.19,,,,,,399,,,,,,,,,,2.23,,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 씬 (L),100g,225,,9.89,,,,1.1,,,,,,318,,,,,,,,,,4.18,,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 씬 (R),100g,225,,8.82,,,,1.47,,,,,,307,,,,,,,,,,3.97,,,,,,,,,,,,,,,,,,,,,,,,
피자_페페로니 피자 밀도우 (R),100g,76,,6.8,,,,0.43,,,,,,185,,,,,,,,,,2.24,,,,,,,,,,,,,,,,,,,,,,,,
피자_페페로니 피자 석쇠 (G),100g,292,,16.24,,,,1.71,,,,,,442,,,,,,,,,,5.98,,,,,,,,,,,,,,,,,,,,,,,,
피자_페페로니 피자 석쇠 (L),100g,292,,16.09,,,,2.3,,,,,,443,,,,,,,,,,6.32,,,,,,,,,,,,,,,,,,,,,,,,
피자_페페로니 피자 석쇠 (R),100g,292,,15.79,,,,1.75,,,,,,442,,,,,,,,,,6.14,,,,,,,,,,,,,,,,,,,,,,,,
피자_페페로니 피자 씬도우 (L),100g,343,,16.67,,,,3.33,,,,,,572,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,
피자_페페로니 피자 씬도우 (L),100g,114,,10.22,,,,0.64,,,,,,277,,,,,,,,,,3.34,,,,,,,,,,,,,,,,,,,,,,,,
피자_페페로니 피자 씬도우 (R),100g,357,,16,,,,3.2,,,,,,546,,,,,,,,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,
피자_페페로니 피자 씬도우 (R),100g,76,,6.81,,,,0.43,,,,,,185,,,,,,,,,,2.23,,,,,,,,,,,,,,,,,,,,,,,,
피자_페페로니 피자 치즈링 (G),100g,284,,17.27,,,,1.44,,,,,,506,,,,,,,,,,6.47,,,,,,,,,,,,,,,,,,,,,,,,
피자_페페로니 피자 치즈링 (L),100g,284,,16.67,,,,1.96,,,,,,502,,,,,,,,,,5.88,,,,,,,,,,,,,,,,,,,,,,,,
피자_페페로니 피자 치즈링 (R),100g,283,,16.55,,,,1.44,,,,,,515,,,,,,,,,,6.47,,,,,,,,,,,,,,,,,,,,,,,,
피자_페페로니 피자 치즈크러스트 (L),100g,280,,14,,,,2.34,,,,,,600,,,,,,,,,,5.85,,,,,,,,,,,,,,,,,,,,,,,,
피자_페페로니 피자 치즈크러스트 (M),100g,280,,14.34,,,,2.2,,,,,,593,,,,,,,,,,6.05,,,,,,,,,,,,,,,,,,,,,,,,
피자_포새이돈 피자 (L),100g,241,,12.09,,,,6.29,,,,,,419,,,,,,,,,,3.74,,,,,,,,,,,,,,,,,,,,,,,,
피자_포슬포슬 감자 피자 씬 크러스트 (R),100g,270,,10.88,,,,3,,,,,,356,,,,,,,,,,5.28,,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 나폴리 (L),100g,232,,9.58,12.94,,,2.17,,,,,,364,,,,,,,,,20.78,4.83,0.16,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 씬 (L),100g,241,,9.56,14.62,,,2.95,,,,,,370,,,,,,,,,24.14,6.13,0.19,,,,,,,,,,,,,,,,,,,,,,,
피자_포테이토 피자 씬 (M),100g,254,,9.85,15.28,,,2.98,,,,,,373,,,,,,,,,23.66,6.36,0.18,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 (XL),100g,271,,19.15,,,,2.82,,,,,,354,,,,,,,,,,5.13,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 라이스골드 (F),100g,284,,17.84,,,,3.4,,,,,,174,,,,,,,,,,4.68,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 라이스골드 (L),100g,297,,17.35,,,,2.41,,,,,,159,,,,,,,,,,5.25,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 라이스골드 (R),100g,301,,17.64,,,,2.39,,,,,,153,,,,,,,,,,5.16,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 라이스바이트 (F),100g,292,,16.55,,,,2.68,,,,,,227,,,,,,,,,,4.31,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 라이스바이트 (L),100g,298,,16.84,,,,3.13,,,,,,120,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 라이스바이트 (R),100g,301,,16.11,,,,3.18,,,,,,101,,,,,,,,,,1.79,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 마니아 에어도우 (L),100g,274,,13.07,,,,2.87,,,,,,601,,,,,,,,,,5.05,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 마니아 에어도우 (M),100g,274,,12.99,,,,2.79,,,,,,587,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 마니아 파마산엣지 (L),100g,276,,13.56,,,,2.79,,,,,,616,,,,,,,,,,5.29,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 마니아 파마산엣지 (M),100g,276,,13.55,,,,2.7,,,,,,603,,,,,,,,,,5.13,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 석쇠 (F),100g,303,,18.38,,,,3.07,,,,,,189,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 석쇠 (L),100g,304,,18.34,,,,3.06,,,,,,186,,,,,,,,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 석쇠 (R),100g,305,,18.35,,,,3.08,,,,,,182,,,,,,,,,,3.07,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 오리지널 (M),100g,318,,17.57,19.7,,39.74,5.41,,,,,,486,,,,,,,,,34.43,4.05,0.2,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 치즈크러스트 (F),100g,299,,18.71,,,,2.71,,,,,,193,,,,,,,,,,4.14,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 치즈크러스트 (L),100g,303,,18.67,,,,2.71,,,,,,177,,,,,,,,,,3.92,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 치즈크러스트 (R),100g,307,,18.85,,,,2.63,,,,,,168,,,,,,,,,,4.02,,,,,,,,,,,,,,,,,,,,,,,,
피자_페파로니 피자 치즈크러스트 (L),100g,241,,13.33,,,,3.33,,,,,,448,,,,,,,,,,3.08,,,,,,,,,,,,,,,,,,,,,,,,
피자_페파로니 피자 치즈크러스트 (R),100g,241,,12.9,,,,3.23,,,,,,449,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,
피자_페파로니 피자 팬 (L),100g,250,,12.96,,,,2.78,,,,,,443,,,,,,,,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,
피자_페파로니 피자 팬 (R),100g,251,,12.2,,,,3.66,,,,,,439,,,,,,,,,,2.93,,,,,,,,,,,,,,,,,,,,,,,,
피자_페파로니 피자 흑미스크린 (L),100g,242,,13,,,,5,,,,,,449,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,
피자_페파로니 피자 흑미스크린 (R),100g,237,,12.86,,,,4.29,,,,,,450,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
피자_페파로니 피자 흑미스크린치즈크러스트 (L),100g,233,,13.39,,,,4.46,,,,,,455,,,,,,,,,,3.06,,,,,,,,,,,,,,,,,,,,,,,,
피자_페파로니 피자 흑미스크린치즈크러스트 (R),100g,227,,12.35,,,,4.94,,,,,,459,,,,,,,,,,2.96,,,,,,,,,,,,,,,,,,,,,,,,
피자_페파불나 피자 (L),100g,288,,17,,,,3,,,,,,579,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼디언스 피자 (L),100g,257,,13.71,,,,4.27,,,,,,338,,,,,,,,,,5.73,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼디언스 피자 (R),100g,259,,14.06,,,,4.3,,,,,,339,,,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 나폴리 (L),100g,286,,14.8,14.22,,24.7,2.95,,,,,,567,,,,,,,,,29.27,6.56,0.25,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 더블치즈 엣지 오리지널 (M),100g,274,,13.61,,,,2.72,,,,,,392,,,,,,,,,,6.12,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 마니아 피자,100g,284,,13.22,,,,4.21,,,,,,549,,,,,,,,,,5.66,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 씬 (L),100g,321,,14.34,20.23,,20.44,2.95,,,,,,636,,,,,,,,,34.98,9.48,0.28,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 피자 오리지널 (L),100g,270,,12.77,11.14,,29.73,2.44,,,,,,513,,,,,,,,,21.92,5.14,0.21,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 플러스 피자 오리진 (L),100g,275,,13.87,,,,4.47,,,,,,444,,,,,,,,,,2.86,,,,,,,,,,,,,,,,,,,,,,,,
피자_페퍼로니 플러스 피자 오리진 (R),100g,149,,7.94,,,,1.59,,,,,,259,,,,,,,,,,2.38,,,,,,,,,,,,,,,,,,,,,,,,
피자_파인애플떡갈비 피자 (L),100g,241,,11.89,,,,4.2,,,,,,357,,,,,,,,,,3.01,,,,,,,,,,,,,,,,,,,,,,,,
피자_파인애플떡갈비 피자 (R),100g,240,,12.2,,,,8.94,,,,,,358,,,,,,,,,,1.71,,,,,,,,,,,,,,,,,,,,,,,,
피자_파인애플 피자 (L),100g,308,,5.84,,,,6.38,,,,,,346,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,
피자_팔도 피자 (L),100g,226,,13.68,,,,2.11,,,,,,347,,,,,,,,,,4.21,,,,,,,,,,,,,,,,,,,,,,,,
피자_수퍼슈프림 피자 팬 (L),100g,265,,11.13,,,,2.42,,,,,,492,,,,,,,,,,4.58,,,,,,,,,,,,,,,,,,,,,,,,
피자_직화불고기 피자 팬 (L),100g,290,,11.18,,,,2.45,,,,,,463,,,,,,,,,,4.45,,,,,,,,,,,,,,,,,,,,,,,,
피자_치즈 피자 팬 (L),100g,287,,11.75,,,,2.72,,,,,,473,,,,,,,,,,5.12,,,,,,,,,,,,,,,,,,,,,,,,
피자_치즈 피자 팬 (M),100g,285,,11.64,,,,2.71,,,,,,468,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
피자_페페로니 피자 팬 (L),100g,303,,11.89,,,,2.66,,,,,,583,,,,,,,,,,5.43,,,,,,,,,,,,,,,,,,,,,,,,
피자_페페로니 피자 팬 (M),100g,301,,12,,,,2.62,,,,,,578,,,,,,,,,,5.45,,,,,,,,,,,,,,,,,,,,,,,,
피자_퍼펙트골드 피자 고구마크러스트 (L),100g,217,,13.1,,,,6.21,,,,,,377,,,,,,,,,,2.69,,,,,,,,,,,,,,,,,,,,,,,,
피자_퍼펙트골드 피자 고구마크러스트 (R),100g,217,,11.3,,,,5.22,,,,,,374,,,,,,,,,,2.61,,,,,,,,,,,,,,,,,,,,,,,,
피자_퍼펙트골드 피자 밀스크린고구마크러스트 (L),100g,219,,11.35,,,,4.96,,,,,,428,,,,,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,,,,
피자_퍼펙트골드 피자 밀스크린고구마크러스트 (R),100g,213,,11.43,,,,4.76,,,,,,421,,,,,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,
피자_페파로니 시카고 피자,100g,288,,14.97,10.88,,25.17,0.68,,,,,,285,,,,,,,,,0,4.76,0.14,,,,,,,,,,,,,,,,,,,,,,,
피자_페파로니 피자 (L),100g,287,,17.65,,,,6.12,,,,,,554,,,,,,,,,,4.82,,,,,,,,,,,,,,,,,,,,,,,,
피자_페파로니 피자 (L),100g,294,,14.94,,,,4.35,,,,,,632,,,,,,,,,,4.82,,,,,,,,,,,,,,,,,,,,,,,,
피자_페파로니 피자 (XL),100g,273,,10.61,,,,3.35,,,,,,399,,,,,,,,,,3.91,,,,,,,,,,,,,,,,,,,,,,,,
피자_페파로니 피자 고구마크러스트 (L),100g,244,,11.67,,,,4.17,,,,,,408,,,,,,,,,,2.92,,,,,,,,,,,,,,,,,,,,,,,,
피자_트리플콤보 피자 밀스크린치즈크러스트 (L),100g,224,,12.77,,,,2.84,,,,,,438,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,
피자_트리플콤보 피자 밀스크린치즈크러스트 (R),100g,219,,11,,,,2,,,,,,391,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,
피자_트리플콤보 피자 백미스크린 (L),100g,225,,12.8,,,,5.6,,,,,,422,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,
피자_트리플콤보 피자 백미스크린 (R),100g,221,,10.47,,,,4.65,,,,,,364,,,,,,,,,,3.37,,,,,,,,,,,,,,,,,,,,,,,,
피자_트리플콤보 피자 백미스크린치즈크러스트 (L),100g,219,,13.14,,,,5.11,,,,,,428,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,
피자_트리플콤보 피자 백미스크린치즈크러스트 (R),100g,214,,11.34,,,,4.12,,,,,,382,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,
피자_트리플콤보 피자 씬 (L),100g,228,,13,,,,3,,,,,,354,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,
피자_트리플콤보 피자 씬 (R),100g,231,,11.11,,,,2.78,,,,,,286,,,,,,,,,,5.14,,,,,,,,,,,,,,,,,,,,,,,,
피자_트리플콤보 피자 체다크림크러스트 (L),100g,226,,12.33,,,,4.79,,,,,,416,,,,,,,,,,2.81,,,,,,,,,,,,,,,,,,,,,,,,
피자_트리플콤보 피자 체다크림크러스트 (R),100g,230,,10.19,,,,4.63,,,,,,379,,,,,,,,,,3.24,,,,,,,,,,,,,,,,,,,,,,,,
피자_트리플콤보 피자 치즈크러스트 (L),100g,222,,13.1,,,,2.76,,,,,,386,,,,,,,,,,2.83,,,,,,,,,,,,,,,,,,,,,,,,
피자_트리플콤보 피자 치즈크러스트 (R),100g,222,,10.91,,,,2.73,,,,,,345,,,,,,,,,,3.09,,,,,,,,,,,,,,,,,,,,,,,,
피자_트리플콤보 피자 팬 (R),100g,231,,11.22,,,,2.04,,,,,,329,,,,,,,,,,3.27,,,,,,,,,,,,,,,,,,,,,,,,
피자_트리플콤보 피자 흑미스크린 (L),100g,221,,12.8,,,,4.8,,,,,,377,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,
피자_트리플콤보 피자 흑미스크린 (R),100g,217,,10.47,,,,3.49,,,,,,321,,,,,,,,,,3.37,,,,,,,,,,,,,,,,,,,,,,,,
피자_트리플콤보 피자 흑미스크린치즈크러스트 (L),100g,215,,13.14,,,,4.38,,,,,,388,,,,,,,,,,2.77,,,,,,,,,,,,,,,,,,,,,,,,
피자_트리플콤보 피자 흑미스크린치즈크러스트 (R),100g,209,,11.22,,,,3.06,,,,,,341,,,,,,,,,,3.27,,,,,,,,,,,,,,,,,,,,,,,,
피자_파스트라미 피자 (L),100g,137,,3.57,,,,1.9,,,,,,186,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,
피자_킹 브레드 쉬림프 골드 피자 크림치즈 (R),100g,290,,17.39,,,,4.35,,,,,,453,,,,,,,,,,7.61,,,,,,,,,,,,,,,,,,,,,,,,
피자_킹소시지 피자,100g,260,,12.72,,,,3.02,,,,,,468,,,,,,,,,,4.31,,,,,,,,,,,,,,,,,,,,,,,,
피자_킹크래미 피자 (XL),100g,273,,11.56,,,,3.4,,,,,,414,,,,,,,,,,4.08,,,,,,,,,,,,,,,,,,,,,,,,
피자_타코골드 피자 (L),100g,286,,16.67,,,,3.69,,,,,,643,,,,,,,,,,4.88,,,,,,,,,,,,,,,,,,,,,,,,
피자_탄탄불고기 피자 밀도우 (L),100g,103,,8.19,,,,2.88,,,,,,230,,,,,,,,,,2.23,,,,,,,,,,,,,,,,,,,,,,,,
피자_탄탄불고기 피자 밀도우 (R),100g,68,,5.44,,,,1.93,,,,,,154,,,,,,,,,,1.48,,,,,,,,,,,,,,,,,,,,,,,,
피자_탄탄불고기 피자 씬도우 (L),100g,103,,8.19,,,,2.87,,,,,,230,,,,,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,
피자_탄탄불고기 피자 씬도우 (R),100g,68,,5.46,,,,1.91,,,,,,154,,,,,,,,,,1.48,,,,,,,,,,,,,,,,,,,,,,,,
피자_탑치즈 피자 (L),100g,327,,17.67,,,,4.05,,,,,,476,,,,,,,,,,4.41,,,,,,,,,,,,,,,,,,,,,,,,
피자_탑콤비네이션 피자 (L),100g,219,,10.02,,,,3.46,,,,,,345,,,,,,,,,,2.44,,,,,,,,,,,,,,,,,,,,,,,,
피자_통마늘 불고기 피자 밀도우 (L),100g,104,,7.37,,,,2.98,,,,,,197,,,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,
피자_통마늘 불고기 피자 밀도우 (R),100g,70,,4.91,,,,1.96,,,,,,131,,,,,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,
피자_통마늘 불고기 피자 씬도우 (L),100g,105,,7.35,,,,2.96,,,,,,197,,,,,,,,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,
피자_통마늘 불고기 피자 씬도우 (R),100g,70,,4.9,,,,1.97,,,,,,131,,,,,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,
피자_통마늘불고기 피자 (L),100g,244,,11.58,,,,6.27,,,,,,300,,,,,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,
피자_통마늘불고기 피자 (L),100g,184,,11.74,,,,2.85,,,,,,295,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,
피자_통새우불고기 피자 (L),100g,219,,13.33,,,,5.33,,,,,,405,,,,,,,,,,4.67,,,,,,,,,,,,,,,,,,,,,,,,
피자_투움바파스타 피자 (L),100g,233,,10.68,,,,3.61,,,,,,399,,,,,,,,,,4.22,,,,,,,,,,,,,,,,,,,,,,,,
피자_투움바파스타 피자바이트 (L),100g,233,,10.42,,,,4.51,,,,,,423,,,,,,,,,,4.69,,,,,,,,,,,,,,,,,,,,,,,,
피자_콤비네이션 피자 (L),100g,262,,15.5,,,,3.42,,,,,,450,,,,,,,,,,6.38,,,,,,,,,,,,,,,,,,,,,,,,
피자_콤비네이션 피자 (L),100g,251,,11.66,,,,2.72,,,,,,310,,,,,,,,,,3.99,,,,,,,,,,,,,,,,,,,,,,,,
피자_콤비네이션 피자 (L),100g,248,,12.67,,,,5.33,,,,,,386,,,,,,,,,,4.67,,,,,,,,,,,,,,,,,,,,,,,,
피자_콤비네이션 피자 (L),100g,245,,13.31,,,,3.7,,,,,,577,,,,,,,,,,4.03,,,,,,,,,,,,,,,,,,,,,,,,
피자_콤비네이션 피자 (L),100g,244,,11.9,,,,1.19,,,,,,405,,,,,,,,,,3.93,,,,,,,,,,,,,,,,,,,,,,,,
피자_콤비네이션 피자 (L),100g,326,,7.9,,,,3.6,,,,,,406,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,
피자_콤비네이션 피자 (R),100g,244,,12.82,,,,1.15,,,,,,410,,,,,,,,,,3.85,,,,,,,,,,,,,,,,,,,,,,,,
피자_콤비네이션 피자 (XL),100g,272,,13.16,,,,3.68,,,,,,396,,,,,,,,,,3.68,,,,,,,,,,,,,,,,,,,,,,,,
피자_콤비네이션 피자 (XL),100g,251,,16.1,,,,2.84,,,,,,381,,,,,,,,,,7.09,,,,,,,,,,,,,,,,,,,,,,,,
피자_콤비네이션 피자 바이트 (L),100g,243,,12.57,,,,4.64,,,,,,569,,,,,,,,,,4.55,,,,,,,,,,,,,,,,,,,,,,,,
피자_콤비네이션 피자 오리진 (L),100g,243,,10.98,,,,5.05,,,,,,423,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,
피자_콤비네이션 피자 오리진 (R),100g,261,,13.33,,,,4.24,,,,,,412,,,,,,,,,,4.85,,,,,,,,,,,,,,,,,,,,,,,,
피자_콤비네이션 피자 치즈캡 (L),100g,245,,12.25,,,,4.53,,,,,,449,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,
피자_콤비네이션 피자 치즈캡 (R),100g,261,,14.29,,,,3.7,,,,,,444,,,,,,,,,,5.29,,,,,,,,,,,,,,,,,,,,,,,,
피자_콤비네이션 피자,100g,226,,12,,,,3,,,,,,401,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,
피자_콤비네이션 피자,100g,260,,13.64,10.23,,21.02,0.57,,,,,,285,,,,,,,,,0,4.55,0.11,,,,,,,,,,,,,,,,,,,,,,,
피자_콤비네이션 피자,100g,252,,14.77,5.68,,42.61,3.98,,,,,,403,,,,,,,,,2.27,3.98,0,,,,,,,,,,,,,,,,,,,,,,,
피자_콰트로디트로이트 피자,100g,279,,16.16,14.14,,23.23,5.05,,,,,,424,,,,,,,,,25.25,6.06,0.2,,,,,,,,,,,,,,,,,,,,,,,
피자_콰트로미트 피자 (L),100g,232,,11.93,,,,7.18,,,,,,466,,,,,,,,,,3.44,,,,,,,,,,,,,,,,,,,,,,,,
피자_칠리새우 피자 리코타링 (L),100g,275,,13.6,,,,4.8,,,,,,431,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,
피자_칠리새우 피자 리코타링 (R),100g,276,,13.37,,,,5.23,,,,,,438,,,,,,,,,,5.81,,,,,,,,,,,,,,,,,,,,,,,,
피자_칠리새우 피자 석쇠 (L),100g,271,,13.39,,,,4.46,,,,,,405,,,,,,,,,,4.46,,,,,,,,,,,,,,,,,,,,,,,,
피자_칠리새우 피자 석쇠 (R),100g,271,,13.16,,,,4.61,,,,,,406,,,,,,,,,,4.61,,,,,,,,,,,,,,,,,,,,,,,,
피자_칠리새우 피자 씬도우 (L),100g,300,,12.57,,,,6.01,,,,,,463,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,
피자_칠리새우 피자 씬도우 (R),100g,290,,12.93,,,,5.44,,,,,,507,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,
피자_칠리새우 피자 치즈링 (L),100g,268,,14.17,,,,3.94,,,,,,457,,,,,,,,,,4.72,,,,,,,,,,,,,,,,,,,,,,,,
피자_칠리새우 피자 치즈링 (R),100g,267,,14.12,,,,3.95,,,,,,468,,,,,,,,,,5.08,,,,,,,,,,,,,,,,,,,,,,,,
피자_칠리쉬림프 피자 밀도우 (L),100g,106,,5.68,,,,2.02,,,,,,188,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,,,,,,,,
피자_칠리쉬림프 피자 밀도우 (R),100g,71,,3.76,,,,1.35,,,,,,126,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,
피자_칠리쉬림프 피자 씬 (L),100g,234,,13.25,,,,3.61,,,,,,376,,,,,,,,,,5.18,,,,,,,,,,,,,,,,,,,,,,,,
피자_칠리쉬림프 피자 씬 (R),100g,234,,12.9,,,,4.84,,,,,,368,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
피자_칠리쉬림프 피자 씬도우 (L),100g,106,,5.67,,,,2.01,,,,,,188,,,,,,,,,,3.01,,,,,,,,,,,,,,,,,,,,,,,,
피자_칠리쉬림프 피자 씬도우 (R),100g,71,,3.78,,,,1.34,,,,,,126,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
피자_캐리비안플러스 피자 (F),100g,246,,15.44,,,,3.18,,,,,,186,,,,,,,,,,3.57,,,,,,,,,,,,,,,,,,,,,,,,
피자_캐리비안플러스 피자 (L),100g,246,,15.51,,,,3.14,,,,,,186,,,,,,,,,,3.57,,,,,,,,,,,,,,,,,,,,,,,,
피자_캐리비안플러스 피자 (R),100g,250,,13.46,,,,3.06,,,,,,161,,,,,,,,,,3.62,,,,,,,,,,,,,,,,,,,,,,,,
